,Unnamed: 0,review_id,rating,title,review_date,user_name,review,response_id,dev_response,response_date,lang,title_expanded,review_expanded
2149,2197,5100414374,4,Nice app,2019-11-07T20:53:26Z,shelleyspins,Helpful for knowing local conditions in an area with a lot of microclimates (SF Bay),,,,en,Nice app,Helpful for knowing local conditions in an area with a lot of microclimates ( San Francisco Bay )
2150,335,5095106011,4,Helpful,2019-11-06T19:55:05Z,chayapapaya,Even though I couldn’t find my exact location I found somewhere with in 5 miles and I could check during the Butte County fire. It was very interesting to compare different location levels of toxicity in the air,,,,en,Helpful,Even though I could n’t find my exact location I found somewhere with in 5 miles and I could check during the Butte County fire . It was very interesting to compare different location levels of toxicity in the air
2151,1573,5066842978,4,Pretty Good App,2019-11-02T03:26:02Z,boboom7777,Don’t know how accurate it is. I get 10 to 20 point differences from other sources,,,,en,Pretty Good App,Do n’t know how accurate it is . I get 10 to 20 point differences from other sources
2152,451,5064967688,4,Great features,2019-11-01T22:48:23Z,Lpastor14,"Great app.  The predictive forecast is great, although not completely accurate. It seems as weather changes ability to forecast air quality does as well so you have to take that with a grain of salt",,,,en,Great features,"Great app .   The predictive forecast is great , although not completely accurate . It seems as weather changes ability to forecast air quality does as well so you have to take that with a grain of salt"
2153,1114,5055967018,4,Great air quality visualizations,2019-10-31T14:38:12Z,CantBelieveIGotThrough,Great for seeing the air quality locally and all over the planet. Predictions of air quality in the future seem to be hit or miss.,,,,en,Great air quality visualizations,Great for seeing the air quality locally and all over the planet . Predictions of air quality in the future seem to be hit or miss .
2154,1115,5052798223,4,So far so good,2019-10-30T22:10:45Z,Mamazilian,It’s been a week. We are having the Kincaid Fire in Northern California. This app has been very helpful. There’s nothing else out there like this.,,,,en,So far so good,It ’s been a week . We are having the Kincaid Fire in Northern California . This app has been very helpful . There ’s nothing else out there like this .
2155,1458,5048041740,4,I like the future map,2019-10-30T00:01:44Z,Razorgg,It is helpful to see the map and the future,,,,en,I like the future map,It is helpful to see the map and the future
2156,2238,5028400276,4,Truly Visual,2019-10-27T02:40:54Z,tgmcl,The app is truly visual backed up by ample data.,,,,en,Truly Visual,The app is truly visual backed up by ample data .
2157,482,5024792102,4,"Great app, just one request",2019-10-26T18:53:19Z,MakaiSailing,"My only request is that to be able to see my favorite places more easily, not have to sort through places far away that I have no interest in.",,,,en,"Great app , just one request","My only request is that to be able to see my favorite places more easily , not have to sort through places far away that I have no interest in ."
2158,881,5016082772,4,Great App Super Useful!,2019-10-26T00:23:28Z,paimapi,Loving the ability to see the air quality in color. Wish I could change my work city. That’s the only thing I’d like to fix.,,,,en,Great App Super Useful !,Loving the ability to see the air quality in color . Wish I could change my work city . That ’s the only thing I ’d like to fix .
2159,2427,4907825393,4,Useful,2019-10-08T06:22:42Z,danhpeter,Thanks,,,,en,Useful,Thanks
2160,1035,4880333146,4,Takes some getting use to.,2019-10-04T00:08:55Z,mjquinn2015,Initially had a tough time setting up cities I wanted to track.,,,,en,Takes some getting use to .,Initially had a tough time setting up cities I wanted to track .
2161,111,4866410287,4,Very helpful!,2019-09-30T21:07:18Z,bobbi-black,"Love this app. It gives a pretty comprehensive overview of the air quality in almost any city. Only reason I docked 1 star was because some cities I searched for were not available. Also, I wish it had a similar setup to the Apple weather app, where you can save cities that you commonly visit.",,,,en,Very helpful !,"Love this app . It gives a pretty comprehensive overview of the air quality in almost any city . Only reason I docked 1 star was because some cities I searched for were not available . Also , I wish it had a similar setup to the Apple weather app , where you can save cities that you commonly visit ."
2162,3063,4862513656,4,Good Air indicator,2019-09-30T00:26:57Z,Susie Kong,"It gave me the correct air pollution information. I believe the warning ,unhealthy.Thanks",,,,en,Good Air indicator,"It gave me the correct air pollution information . I believe the warning , unhealthy . Thanks"
2163,2418,4855861667,4,Helpful,2019-09-28T22:13:49Z,dohuaminh,I like this app.,,,,en,Helpful,I like this app .
2164,2295,4809601112,4,Maintenance Engineer,2019-09-20T13:38:27Z,Ninja Viper,Like the features,,,,en,Maintenance Engineer,Like the features
2165,2399,4779962976,4,Great App !,2019-09-14T23:51:49Z,tinh.qn79,Great app to see Air Quality !,,,,en,Great App !,Great app to see Air Quality !
2166,2959,4602709036,4,Like it,2019-08-11T16:57:41Z,H--ss--n,Like it so much,,,,en,Like it,Like it so much
2167,1187,4585015967,4,"Great app, but...",2019-08-08T07:09:59Z,sammy 219,"I use this app all the time, but I sometimes question some of the sources as they can differ greatly even in the same city.",,,,en,"Great app , but ...","I use this app all the time , but I sometimes question some of the sources as they can differ greatly even in the same city ."
2168,719,4581908945,4,Amazing quality,2019-08-07T14:28:51Z,gionio2275,"While the actual weather part is questionable, the air quality ratings are the most accurate you can get.",,,,en,Amazing quality,"While the actual weather part is questionable , the air quality ratings are the most accurate you can get ."
2169,2309,4573931679,4,Good but delayed,2019-08-05T18:07:38Z,Nakedgolfguy99,Not in real-time,,,,en,Good but delayed,Not in real - time
2170,775,4528490185,4,Quick response,2019-07-28T00:02:21Z,xbrooklyn,Gives her relevant information quickly,,,,en,Quick response,Gives her relevant information quickly
2171,908,4476189791,4,"Good, but could be a bit easier to use",2019-07-17T19:04:58Z,Bruce.in.AK,Perhaps some of this arises because the station names are out of their control.,,,,en,"Good , but could be a bit easier to use",Perhaps some of this arises because the station names are out of their control .
2172,1739,4446926447,4,Air visual,2019-07-12T08:01:31Z,Baymasaj,Helps me know when to close my windows,,,,en,Air visual,Helps me know when to close my windows
2173,34,4429120458,4,Breathe Easier,2019-07-08T09:57:14Z,JoJo the Circus Clown,"Just understanding the air quality in advance helps me know what to expect, and I can prepare accordingly.  I check it every day and it is displayed on my screen on the app as well.  If you have a sensitive respiratory system then I would recommend this app.  It is better for me to know in advance than be surprised by an anxiety attack!",,,,en,Breathe Easier,"Just understanding the air quality in advance helps me know what to expect , and I can prepare accordingly .   I check it every day and it is displayed on my screen on the app as well .   If you have a sensitive respiratory system then I would recommend this app .   It is better for me to know in advance than be surprised by an anxiety attack !"
2174,2715,4317507867,4,Good app 👍🏽,2019-06-15T03:53:02Z,qcyyeu,Good app 👍🏽,,,,en,Good app 👍 🏽,Good app 👍 🏽
2175,22,4314536269,4,Good but Needs UI Improvement,2019-06-14T13:33:43Z,markbyrn,"Although I live in a major metro area next to a large International airport, the nearest monitor is a good 10 miles way.  I essentially have to guesstimate based on the distant monitors that surround me.  The UI is perplexing; it apparently selects the closest monitor with a name that doesn't mean anything even though there's another monitor thats slightly closer.    Clicking on the monitor name doesn't show the map (or option for it); you have to bring up the separate map section and figure out where your monitor is and add other nearby monitors to your favorites.   Once figured out, it's quite useful for it's purpose but the UI needs to be simplified and hopefully a monitor from the airport will be added although I'm guessing that's out of the developers control.",,,,en,Good but Needs UI Improvement,"Although I live in a major metro area next to a large International airport , the nearest monitor is a good 10 miles way .   I essentially have to guesstimate based on the distant monitors that surround me .   The UI is perplexing ; it apparently selects the closest monitor with a name that does n't mean anything even though there 's another monitor that s slightly closer .     Clicking on the monitor name does n't show the map ( or option for it ) ; you have to bring up the separate map section and figure out where your monitor is and add other nearby monitors to your favorites .    Once figured out , it 's quite useful for it 's purpose but the UI needs to be simplified and hopefully a monitor from the airport will be added although I 'm guessing that 's out of the developers control ."
2176,2266,4286877591,4,The air I breath,2019-06-09T04:03:39Z,air i breath,This app helps to keep me aware,,,,en,The air I breath,This app helps to keep me aware
2177,411,4271975559,4,"What my eyes can see, my nose can smell and my lungs can feel.",2019-06-06T10:56:10Z,SOGQ,"Usually I can look out the window and see that the air is bad for my health, I can often smell the foulness of it. But, knowing what it is comprised of motivates me to remain indoors. I need to move somewhere that has clean air.",,,,en,"What my eyes can see , my nose can smell and my lungs can feel .","Usually I can look out the window and see that the air is bad for my health , I can often smell the foulness of it . But , knowing what it is comprised of motivates me to remain indoors . I need to move somewhere that has clean air ."
2178,1363,4252489999,4,Nice app,2019-06-02T16:13:15Z,Traveling Lj,Appreciate knowing the air quality for where I a at.   Would like it better if it gave you a break down of particulate matter vs ozone et cetera,,,,en,Nice app,Appreciate knowing the air quality for where I a at .    Would like it better if it gave you a break down of particulate matter vs ozone et cetera
2179,1151,4167444849,4,Very helpful,2019-05-18T02:29:17Z,Kath Ryan,Wish there were more cities available,,,,en,Very helpful,Wish there were more cities available
2180,2079,4117312412,4,Love knowing the air quality around me.,2019-05-08T06:43:51Z,Dantonb14,Great app! Super helpful,,,,en,Love knowing the air quality around me .,Great app ! Super helpful
2181,2339,4066483164,4,Very useful.,2019-04-27T09:31:19Z,BESTangeland,Works world-wide,,,,en,Very useful .,Works world - wide
2182,1479,4058584131,4,Helpful,2019-04-25T14:24:19Z,Hapa_gurl,"I check ever morning, definitely necessary here and it is Helpful to prepare my mask/daily activities.🤗",,,,en,Helpful,"I check ever morning , definitely necessary here and it is Helpful to prepare my mask / daily activities . 🤗"
2183,1517,4050956044,4,Helpful,2019-04-23T17:35:09Z,JeLeenelly,I have COPD. I can better plan my day when I know what  the outside air quality is.,,,,en,Helpful,I have COPD . I can better plan my day when I know what   the outside air quality is .
2184,1122,4042998764,4,Easy to use,2019-04-21T19:03:51Z,grdfjurdgjutdethuyfdghuf,A good app for just getting a real quick view of what the quality is like,,,,en,Easy to use,A good app for just getting a real quick view of what the quality is like
2185,1219,4009047254,4,Regularly refreshed,2019-04-13T23:43:52Z,BitJ,"The regular refreshes of data help us decide whether to take our young daughter outside in Hong Kong, where air quality can fluctuate day to day.",,,,en,Regularly refreshed,"The regular refreshes of data help us decide whether to take our young daughter outside in Hong Kong , where air quality can fluctuate day to day ."
2186,2401,3999353204,4,Good pollution app!,2019-04-11T16:10:52Z,Mklnaz,Love this app!  It’s helpful and informative.,,,,en,Good pollution app !,Love this app !   It ’s helpful and informative .
2187,3067,3962214586,4,Thzzz,2019-04-03T02:06:58Z,Michaelkyang Sau,very useful,,,,en,Thzzz,very useful
2188,2082,3904868902,4,No Apple watch integration,2019-03-20T17:41:42Z,Aji!,Its a must! Please provide it,,,,en,No Apple watch integration,Its a must ! Please provide it
2189,2215,3897387552,4,Weather app,2019-03-18T16:29:20Z,mokbsk,Helpful for my asthma,,,,en,Weather app,Helpful for my asthma
2190,2406,3884374108,4,Tr Lynn,2019-03-15T14:27:46Z,tr lynn,Thank you for the air conditions,,,,en,Tr Lynn,Thank you for the air conditions
2191,1389,3871472973,4,I like it.  Easy to use,2019-03-12T02:46:42Z,chopsticks.com,Wish it pointed to a few other cool devices I could run in my home.,,,,en,I like it .   Easy to use,Wish it pointed to a few other cool devices I could run in my home .
2192,726,3869377138,4,Air concern,2019-03-11T13:04:55Z,Tis4real,The app is doing a great job of revealing day to day air quality. I would like app to show options for engaging in making it better on a personal level and political level.,,,,en,Air concern,The app is doing a great job of revealing day to day air quality . I would like app to show options for engaging in making it better on a personal level and political level .
2193,2007,3844036927,4,It’s good for a day,2019-03-05T04:29:53Z,superultra#1,Air visual is good app to check daily air quality.,,,,en,It ’s good for a day,Air visual is good app to check daily air quality .
2194,2407,3768294159,4,good app,2019-02-14T10:06:48Z,Madkiy,thank you AirVisual,,,,en,good app,thank you AirVisual
2195,132,3757786414,4,A Necessity,2019-02-11T12:46:37Z,GreySeven,"You’ll need this app on your phone if you’re planning on living in or traveling in China.  As of the time of this review, it doesn’t require a VPN to run and it’s accurate to US standards.  Other apps that I’ve used for AQI in China have fallen victim to governmental hacking, tampering, blocking or general lack of updates by the developers themselves.  Anyway, this app is good.",,,,en,A Necessity,"You ’ll need this app on your phone if you ’re planning on living in or traveling in China .   As of the time of this review , it does n’t require a VPN to run and it ’s accurate to US standards .   Other apps that I ’ve used for Air Quality Index in China have fallen victim to governmental hacking , tampering , blocking or general lack of updates by the developers themselves .   Anyway , this app is good ."
2196,1883,3751499180,4,Easy to use.,2019-02-09T20:10:58Z,Classical Royal Roads,Fun app with useful information.,,,,en,Easy to use .,Fun app with useful information .
2197,2127,3744489938,4,Good,2019-02-07T22:39:30Z,olimorph,Nice to know when I can breath again....,,,,en,Good,Nice to know when I can breath again ....
2198,599,3735392650,4,Generally accurate and precise,2019-02-05T09:21:15Z,Apley03,"Generally more accurate and precise than the official air quality reports by the state, but sometimes a little slow to update to the latest readings.",,,,en,Generally accurate and precise,"Generally more accurate and precise than the official air quality reports by the state , but sometimes a little slow to update to the latest readings ."
2199,2523,3730411717,4,Nice app,2019-02-04T00:22:31Z,MrPratster,Good GUI. I really like this app,,,,en,Nice app,Good GUI . I really like this app
2200,1258,3728598926,4,Apple Watch complication broken,2019-02-03T13:50:33Z,Dal1976g,"When I’m in the Apple Watch app on my phone and attempt to select the AirVisual  implication, the Apple Watch app crashes.",,,,en,Apple Watch complication broken,"When I ’m in the Apple Watch app on my phone and attempt to select the AirVisual   implication , the Apple Watch app crashes ."
2201,1192,3710120120,4,Helpful to Navigate Pollution,2019-01-29T22:51:12Z,Sportin72,The app have so many reading systems to ensure that air quality data is updated and we’re best prepared for the day.,,,,en,Helpful to Navigate Pollution,The app have so many reading systems to ensure that air quality data is updated and we ’re best prepared for the day .
2202,2044,3704228492,4,Needs Landscape Mode for iPad,2019-01-28T11:01:03Z,Toolman192,"Great App on Phone, but needs landscape mode for iPad.",,,,en,Needs Landscape Mode for iPad,"Great App on Phone , but needs landscape mode for iPad ."
2203,1124,3698654151,4,Clear and concise Information.,2019-01-27T01:07:26Z,Xlin1967,Easy to understand graphics at a glance.  They kept it simple and works for me!,,,,en,Clear and concise Information .,Easy to understand graphics at a glance .   They kept it simple and works for me !
2204,1802,3693283374,4,Miss Plumeria,2019-01-25T16:07:39Z,miss plumeria,Terrific way to see what your lungs are about to receive,,,,en,Miss Plumeria,Terrific way to see what your lungs are about to receive
2205,2216,3689852924,4,helps me decide when to go on a run,2019-01-24T18:26:40Z,tweeangelina,and helps me decide when to take my kids to the park to play,,,,en,helps me decide when to go on a run,and helps me decide when to take my kids to the park to play
2206,2989,3686782682,4,Tanyakiet,2019-01-23T23:31:13Z,Tanyakiet,Great,,,,en,Tanyakiet,Great
2207,2389,3681946331,4,Nice,2019-01-22T15:50:50Z,arslan hayat,Nice App but indoor air visuals should be free or with less rates,,,,en,Nice,Nice App but indoor air visuals should be free or with less rates
2208,2608,3680983604,4,Good,2019-01-22T10:47:48Z,ththonglor,It is really good,,,,en,Good,It is really good
2209,2697,3671524186,4,Good,2019-01-20T02:05:07Z,&฿);55somchai,Good app,,,,en,Good,Good app
2210,2158,3668737516,4,Pretty good,2019-01-19T11:24:49Z,RBBtoday,"I like the app 

Helps me understand my asthma risk",,,,en,Pretty good,"I like the app 

 Helps me understand my asthma risk"
2211,1823,3660816516,4,Wasiq Naveed,2019-01-17T14:28:17Z,Wasiq Naveed,Great app its now a regular feature in my daily routine to get an update from this app,,,,en,Wasiq Naveed,Great app its now a regular feature in my daily routine to get an update from this app
2212,1044,3651277710,4,Healthy reminder,2019-01-15T03:04:45Z,TL2500,"With deteriorating air quality and the authorities only doing bandaid job, got to take matters into your own hands. This easy to use app reminds us to prepare.",,,,en,Healthy reminder,"With deteriorating air quality and the authorities only doing bandaid job , got to take matters into your own hands . This easy to use app reminds us to prepare ."
2213,1338,3643240646,4,Great app,2019-01-13T00:12:01Z,cutes7,Only issue is I want to get the air quality inside my home and my the app won’t recognise my serial number,,,,en,Great app,Only issue is I want to get the air quality inside my home and my the app wo n’t recognise my serial number
2214,2679,3631829603,4,Thanakany,2019-01-10T00:43:29Z,Thanakany,Good app!,,,,en,Thanakany,Good app !
2215,1597,3626571541,4,Like the app but. I have to view it sideways on my IPad.,2019-01-08T14:21:36Z,Bradley10110,"Could someone please make the app more IPad friendly.

Thanks",,,,en,Like the app but . I have to view it sideways on my IPad .,"Could someone please make the app more IPad friendly . 

 Thanks"
2216,2083,3621636287,4,"Really nice, I wish it has Chinese support",2019-01-07T05:55:30Z,Yangming,as titled,,,,en,"Really nice , I wish it has Chinese support",as titled
2217,113,3617292753,4,😷,2019-01-06T02:30:10Z,":""@@",This app doesn't help you breathe better. That's not a bad thing. It's not a nebulizer or a machine that has a mask that attaches to your face. It's simply an App that provides you with ADD feet of the air quality around you and neighboring cities or places or in the world outside and show to death because you don't know it's in The air.  Comes in handy,,,,en,😷,This app does n't help you breathe better . That 's not a bad thing . It 's not a nebulizer or a machine that has a mask that attaches to your face . It 's simply an App that provides you with ADD feet of the air quality around you and neighboring cities or places or in the world outside and show to death because you do n't know it 's in The air .   Comes in handy
2218,731,3617077039,4,Excellent Health Tool!,2019-01-06T01:14:50Z,Little Gma,Essential tool to guard my health so I can take precautions and wear my mask when appropriate. I would have rated five stars if there was an ability to track trends over a period of time. I use this app daily.,,,,en,Excellent Health Tool !,Essential tool to guard my health so I can take precautions and wear my mask when appropriate . I would have rated five stars if there was an ability to track trends over a period of time . I use this app daily .
2219,2381,3616214680,4,Air Visual,2019-01-05T19:30:54Z,crisp 2020,Good information,,,,en,Air Visual,Good information
2220,1767,3613810769,4,Works great,2019-01-05T05:39:13Z,Youngarmywife,"Easy to use, seems accurate.",,,,en,Works great,"Easy to use , seems accurate ."
2221,1909,3600409985,4,tehran,2019-01-01T18:47:59Z,aramhesam,"please update its air quality index more earlier or it is better to say as early as possible. in related to our city ( tehran) it will updated every one hour and 30 minutes every times. thanks alot. 
hesam hemmatiyan",,,,en,tehran,"please update its air quality index more earlier or it is better to say as early as possible . in related to our city ( tehran ) it will updated every one hour and 30 minutes every times . thanks alot . 
 hesam hemmatiyan"
2222,948,3599355201,4,Data Validity,2019-01-01T12:46:37Z,iFoad S,"I have to constantly check the air I pump into my lungs here in TEHRAN, on this app. I’m just not sure if I can trust the data you receive from our local authorities.",,,,en,Data Validity,"I have to constantly check the air I pump into my lungs here in TEHRAN , on this app . I ’m just not sure if I can trust the data you receive from our local authorities ."
2223,732,3596585613,4,Great app,2018-12-31T18:41:44Z,Tesla Sseries,Very helpful and user friendly app. The data from contributors are more accurate than from satellite feeds. Would love to see more people join in and improve coverage.,,,,en,Great app,Very helpful and user friendly app . The data from contributors are more accurate than from satellite feeds . Would love to see more people join in and improve coverage .
2224,1128,3572502058,4,Love the app!,2018-12-25T19:51:11Z,TammieF,I totally love the app!  The only reason I am not giving it 5 stars is because it should update more frequently to real time.,,,,en,Love the app !,I totally love the app !   The only reason I am not giving it 5 stars is because it should update more frequently to real time .
2225,1598,3549091711,4,Helpful for  traveling & exercise,2018-12-19T17:09:11Z,BillyBobRio,"I travel a lot, and this app helps me know when it’s safest to exercise outdoors.",,,,en,Helpful for   traveling & exercise,"I travel a lot , and this app helps me know when it ’s safest to exercise outdoors ."
2226,2545,3529033259,4,Airvisual,2018-12-14T09:29:45Z,nasrnik,Very helpful,,,,en,Airvisual,Very helpful
2227,1099,3516065054,4,Accurate data but UX needs improvement,2018-12-10T16:05:01Z,Romainlap,Accurate data but UX needs improvement,,,,en,Accurate data but UX needs improvement,Accurate data but UX needs improvement
2228,2085,3491580042,4,Lung disease guard,2018-12-04T07:31:34Z,Maxine likes,"Supremely useful, always know when should protect my lungs.",,,,en,Lung disease guard,"Supremely useful , always know when should protect my lungs ."
2229,834,3489174237,4,Accurate current. Less accurate forecast,2018-12-03T14:35:47Z,werdup28,It shows great info for what’s happening currently but the forecast is often inaccurate.,,,,en,Accurate current . Less accurate forecast,It shows great info for what ’s happening currently but the forecast is often inaccurate .
2230,1911,3468758663,4,Very useful tool,2018-11-28T06:07:50Z,Gizmoze,Much needed tool living in California where fires are common.,,,,en,Very useful tool,Much needed tool living in California where fires are common .
2231,2644,3467964579,4,good one,2018-11-28T00:49:45Z,hfjfjfkfkkke,very good app。,,,,en,good one,very good app 。
2232,114,3460239135,4,Very helpful app,2018-11-25T21:25:17Z,Hikercycler,This app is easy to use and you can see the air quality anywhere in the world. It shows current and forecasted levels. You can have it display the numerical AQI (Air Quality Index) for your local area directly on the app icon so you can see the air quality without even opening the app.,,,,en,Very helpful app,This app is easy to use and you can see the air quality anywhere in the world . It shows current and forecasted levels . You can have it display the numerical Air Quality Index ( Air Quality Index ) for your local area directly on the app icon so you can see the air quality without even opening the app .
2233,1824,3459534195,4,Bad air good to know,2018-11-25T17:01:44Z,David Nord,Wish I could filter the map to see bad air worldwide.,,,,en,Bad air good to know,Wish I could filter the map to see bad air worldwide .
2234,757,3458981475,4,Daily Guide,2018-11-25T14:03:47Z,lazarus.matova,Is really helpful when aquí is getting poor so we know when to use filter masks or when we can take our dog for a walk. Not sure about the forecast.,,,,en,Daily Guide,Is really helpful when aquí is getting poor so we know when to use filter masks or when we can take our dog for a walk . Not sure about the forecast .
2235,1438,3455632212,4,Very good start,2018-11-24T17:39:14Z,Levantisimo,It’s great to see the AQI for different areas and plan accordingly.  The forecast model needs a lot of work as it’s as good as I can guess ;),,,,en,Very good start,It ’s great to see the Air Quality Index for different areas and plan accordingly .   The forecast model needs a lot of work as it ’s as good as I can guess ;)
2236,2682,3453326538,4,Good app,2018-11-24T04:12:05Z,Mr. ADOGG,Good app,,,,en,Good app,Good app
2237,347,3452535625,4,Vital info for people who breathe,2018-11-23T23:27:14Z,vrube66,"The app provided easy updates as smoke from wildfire shifted across N Cal for weeks. Current and forecast data seems really good, aligned with the haze we saw. Google Earth tool shows particulate concentration and prevailing wind and looks great when it works. Server got overwhelmed. Recommended app.",,,,en,Vital info for people who breathe,"The app provided easy updates as smoke from wildfire shifted across N California for weeks . Current and forecast data seems really good , aligned with the haze we saw . Google Earth tool shows particulate concentration and prevailing wind and looks great when it works . Server got overwhelmed . Recommended app ."
2238,2626,3449577287,4,Not bad,2018-11-23T05:14:26Z,andrewuwu,It’s not bad,,,,en,Not bad,It ’s not bad
2239,2498,3447906354,4,It’s good,2018-11-22T17:54:11Z,gmanuel,This application is good and bad,,,,en,It ’s good,This application is good and bad
2240,271,3447823343,4,Really helpful,2018-11-22T17:24:11Z,Jennifer B.4031,"So easy to see exactly what the air quality is near you. I’m in a “sensitive group” (respiratory issues) and during the fires in northern California this November, AirVisual helped me decide whether or not to stay indoors. (Usually the answer was yes.) I would wake up each morning and check it first.",,,,en,Really helpful,"So easy to see exactly what the air quality is near you . I ’m in a “ sensitive group ” ( respiratory issues ) and during the fires in northern California this November , AirVisual helped me decide whether or not to stay indoors . ( Usually the answer was yes . ) I would wake up each morning and check it first ."
2241,1913,3447362972,4,Great,2018-11-22T14:44:06Z,q8werty,They need more data points,,,,en,Great,They need more data points
2242,1676,3445839144,4,I didn’t even know what AQI was!!!,2018-11-22T05:07:20Z,Monty Montezuma,Very helpful App.  Now I have something else to worry about.,,,,en,I did n’t even know what Air Quality Index was ! ! !,Very helpful App .   Now I have something else to worry about .
2243,348,3444173101,4,Great app.  Needs more locations.,2018-11-21T18:13:48Z,arturopote,"Great app.  It would be great if you have more locations and validation of data points. For example, I think there is someone near my house that has an indoor monitor. That point is always green regardless of all the other data around it.",,,,en,Great app .   Needs more locations .,"Great app .   It would be great if you have more locations and validation of data points . For example , I think there is someone near my house that has an indoor monitor . That point is always green regardless of all the other data around it ."
2244,262,3443427873,4,Very helpful,2018-11-21T13:52:07Z,rockyzero,"Living in the SF Bay Area after the horrible Camp fire destroyed the homes and killed people in Paradise, it also made our air quality the worst in the world for well over a week. This app helped on a daily basis to decide to wear N95 masks and to seek places to travel to, just so we, and our dog, could breathe and get some exercise.",,,,en,Very helpful,"Living in the San Francisco Bay Area after the horrible Camp fire destroyed the homes and killed people in Paradise , it also made our air quality the worst in the world for well over a week . This app helped on a daily basis to decide to wear N95 masks and to seek places to travel to , just so we , and our dog , could breathe and get some exercise ."
2245,697,3443425264,4,I Like It a Lot,2018-11-21T13:51:15Z,LunarSkooner,"It has been helpful durning this most recent CA wildfire. I think it would be nice to add another level of information such as a daily update on the content  of the air/particulates/toxins are on unhealthy air days.

Thanks!",,,,en,I Like It a Lot,"It has been helpful durning this most recent California wildfire . I think it would be nice to add another level of information such as a daily update on the content   of the air / particulates / toxins are on unhealthy air days . 

 Thanks !"
2246,2547,3443230731,4,Chevere !,2018-11-21T12:49:51Z,Maox1024,That’s right,,,,en,Chevere !,That ’s right
2247,1615,3441755567,4,Good App,2018-11-21T03:15:44Z,imgonnarun,"This app is helpful, wish they had more areas with specific air ratings",,,,en,Good App,"This app is helpful , wish they had more areas with specific air ratings"
2248,758,3441522271,4,Pretty useful,2018-11-21T01:09:37Z,Healthier X,"Still figuring this out but seems quite handy. Would like to see locations and number of sensors in my area, also frequency of refresh.",,,,en,Pretty useful,"Still figuring this out but seems quite handy . Would like to see locations and number of sensors in my area , also frequency of refresh ."
2249,1523,3440181726,4,Great App,2018-11-20T16:10:32Z,LaLa1-2,Awesome app for tracking air quality. I prefer this over all the other apps out there.,,,,en,Great App,Awesome app for tracking air quality . I prefer this over all the other apps out there .
2250,836,3437499869,4,Helpful,2018-11-19T23:39:09Z,smokyinseattle,"This is a very handy app. Used it during periods of heavy smoke from the forest fires. Tended to reflect cleaner air results then certain other sources, but used in conjunction with other sources I was able to extrapolate in general sense of how dirty the air was",,,,en,Helpful,"This is a very handy app . Used it during periods of heavy smoke from the forest fires . Tended to reflect cleaner air results then certain other sources , but used in conjunction with other sources I was able to extrapolate in general sense of how dirty the air was"
2251,105,3436648367,4,Convenient,2018-11-19T17:39:00Z,ScoutTomyris,I love that the badge on the app icon shows the current rating. I can see at a glance without even opening the app what the quality is in the air outside. We’ve been having a lot of wildfire smoke lately and the app helps me figure out whether I need to be wearing a mask or not. I wish that there were reporting stations for more cities. Currently I use one for a town nearby that’s smaller than Santa Rosa. I’ll raise my rating to a 5 when that happens and when it actually works on my Apple Watch.,,,,en,Convenient,I love that the badge on the app icon shows the current rating . I can see at a glance without even opening the app what the quality is in the air outside . We ’ve been having a lot of wildfire smoke lately and the app helps me figure out whether I need to be wearing a mask or not . I wish that there were reporting stations for more cities . Currently I use one for a town nearby that ’s smaller than Santa Rosa . I ’ll raise my rating to a 5 when that happens and when it actually works on my Apple Watch .
2252,657,3436374711,4,Great little app,2018-11-19T15:51:52Z,lov2cyn,Living in California with all the wildfires this app is invaluable to determine air quality even if you don’t live near the fires. I would give it 5 stars if it were a bit easier to add “my” cities.,,,,en,Great little app,Living in California with all the wildfires this app is invaluable to determine air quality even if you do n’t live near the fires . I would give it 5 stars if it were a bit easier to add “ my ” cities .
2253,1047,3435951519,4,Useful!,2018-11-19T13:33:37Z,Btonator,Very useful during this past wildfire season. It’s very difficult to predict air quality and it doesn’t provide contents of particulates. Otherwise it’s awesome!,,,,en,Useful !,Very useful during this past wildfire season . It ’s very difficult to predict air quality and it does n’t provide contents of particulates . Otherwise it ’s awesome !
2254,1658,3434924988,4,Realtime / handy but forecast is not helpful,2018-11-19T07:11:03Z,infinitywar2018,Used a while due to bad air quality in California,,,,en,Realtime / handy but forecast is not helpful,Used a while due to bad air quality in California
2255,3072,3434449368,4,Gimme more,2018-11-19T03:42:55Z,Old Dirty DB,So important! We need more air quality checkpoints in rural Northern California. Fire look-outs? Chester?,,,,en,Gimme more,So important ! We need more air quality checkpoints in rural Northern California . Fire look - outs ? Chester ?
2256,359,3433277159,4,Good for air quality,2018-11-18T19:37:16Z,Marlin7,Good to see what the Air quality is at a glance. The icons and information are easy to understand. I do wish I could see the area easily so that I could what the air quality might be at a place in between two locations.,,,,en,Good for air quality,Good to see what the Air quality is at a glance . The icons and information are easy to understand . I do wish I could see the area easily so that I could what the air quality might be at a place in between two locations .
2257,3073,3433135539,4,Easy to use!,2018-11-18T18:40:10Z,lealfam,This app is so easy to use with really clear images that are easy to read and understand. The only thing I wish was that I could find locations that were a little closer to my own ZIP Code.,,,,en,Easy to use !,This app is so easy to use with really clear images that are easy to read and understand . The only thing I wish was that I could find locations that were a little closer to my own ZIP Code .
